country,year,sex,age,suicides_no,population,HDI for year, gdp_for_year ($) 
New Zealand,1993,female,5-14 years,1,257000,,46712018141
New Zealand,1994,male,15-24 years,111,280300,,55154160816
New Zealand,1994,male,75+ years,22,62200,,55154160816
New Zealand,1994,male,25-34 years,93,281200,,55154160816
New Zealand,1994,male,55-74 years,76,261200,,55154160816
New Zealand,1994,male,35-54 years,12,466900,,55154160816
New Zealand,1994,female,15-24 years,26,279500,,55154160816
New Zealand,1994,female,75+ years,9,106200,,55154160816
New Zealand,1994,female,25-34 years,23,294100,,55154160816
New Zealand,1994,female,55-74 years,16,277300,,55154160816
New Zealand,1994,female,35-54 years,27,472900,,55154160816
New Zealand,1994,male,5-14 years,5,276200,,55154160816
New Zealand,1994,female,5-14 years,2,261500,,55154160816
New Zealand,1995,male,15-24 years,123,278900,0.855,63918039320
New Zealand,1995,male,25-34 years,96,283000,0.855,63918039320
New Zealand,1995,male,75+ years,19,64300,0.855,63918039320
New Zealand,1995,male,35-54 years,123,481700,0.855,63918039320
New Zealand,1995,male,55-74 years,64,264900,0.855,63918039320
New Zealand,1995,female,15-24 years,34,276400,0.855,63918039320
New Zealand,1995,female,75+ years,9,109500,0.855,63918039320
New Zealand,1995,female,35-54 years,36,488300,0.855,63918039320
New Zealand,1995,female,25-34 years,2,296900,0.855,63918039320
New Zealand,1995,female,55-74 years,15,279800,0.855,63918039320
New Zealand,1995,male,5-14 years,4,282500,0.855,63918039320
New Zealand,1995,female,5-14 years,2,267600,0.855,63918039320
New Zealand,1996,male,25-34 years,121,285400,,70140835299
New Zealand,1996,male,15-24 years,15,277900,,70140835299
New Zealand,1996,male,75+ years,19,66500,,70140835299
New Zealand,1996,male,55-74 years,68,269300,,70140835299
New Zealand,1996,male,35-54 years,112,496800,,70140835299
New Zealand,1996,female,15-24 years,38,273100,,70140835299
New Zealand,1996,female,25-34 years,21,300200,,70140835299
New Zealand,1996,female,35-54 years,31,504300,,70140835299
New Zealand,1996,female,55-74 years,13,283300,,70140835299
New Zealand,1996,female,75+ years,5,112700,,70140835299
New Zealand,1996,female,5-14 years,4,273800,,70140835299
New Zealand,1996,male,5-14 years,3,289200,,70140835299
New Zealand,1997,male,25-34 years,124,283300,,66074513018
New Zealand,1997,male,15-24 years,113,275100,,66074513018
New Zealand,1997,male,75+ years,19,68800,,66074513018
New Zealand,1997,male,35-54 years,12,508800,,66074513018
New Zealand,1997,male,55-74 years,6,272800,,66074513018
New Zealand,1997,female,15-24 years,29,267800,,66074513018
New Zealand,1997,female,25-34 years,3,299300,,66074513018
New Zealand,1997,female,35-54 years,42,518000,,66074513018
New Zealand,1997,female,75+ years,5,115700,,66074513018
New Zealand,1997,female,55-74 years,12,286000,,66074513018
New Zealand,1997,male,5-14 years,5,295200,,66074513018
New Zealand,1997,female,5-14 years,3,279400,,66074513018
New Zealand,1998,male,25-34 years,19,278300,,56227696195
New Zealand,1998,male,15-24 years,14,272800,,56227696195
New Zealand,1998,male,75+ years,2,71400,,56227696195
New Zealand,1998,male,55-74 years,7,276300,,56227696195
New Zealand,1998,male,35-54 years,13,521600,,56227696195
New Zealand,1998,female,15-24 years,35,263700,,56227696195
New Zealand,1998,female,25-34 years,25,295400,,56227696195
New Zealand,1998,female,35-54 years,45,532900,,56227696195
New Zealand,1998,female,55-74 years,17,288900,,56227696195
New Zealand,1998,female,75+ years,6,118800,,56227696195
New Zealand,1998,male,5-14 years,9,299400,,56227696195
New Zealand,1998,female,5-14 years,4,283300,,56227696195
New Zealand,1999,male,25-34 years,16,275910,,58762260626
New Zealand,1999,male,15-24 years,83,267510,,58762260626
New Zealand,1999,male,75+ years,18,74230,,58762260626
New Zealand,1999,male,35-54 years,125,533840,,58762260626
New Zealand,1999,male,55-74 years,5,282950,,58762260626
New Zealand,1999,female,15-24 years,37,262170,,58762260626
New Zealand,1999,female,35-54 years,5,548710,,58762260626
New Zealand,1999,female,25-34 years,2,294350,,58762260626
New Zealand,1999,female,55-74 years,15,295670,,58762260626
New Zealand,1999,female,75+ years,6,122450,,58762260626
New Zealand,1999,female,5-14 years,3,288000,,58762260626
New Zealand,1999,male,5-14 years,3,303510,,58762260626
New Zealand,2000,male,25-34 years,15,270430,0.874,52622842840
New Zealand,2000,male,15-24 years,81,266610,0.874,52622842840
New Zealand,2000,male,35-54 years,113,540160,0.874,52622842840
New Zealand,2000,male,75+ years,16,77050,0.874,52622842840
New Zealand,2000,male,55-74 years,57,287820,0.874,52622842840
New Zealand,2000,female,25-34 years,21,290740,0.874,52622842840
New Zealand,2000,female,15-24 years,15,261330,0.874,52622842840
New Zealand,2000,female,35-54 years,3,558340,0.874,52622842840
New Zealand,2000,female,55-74 years,12,300560,0.874,52622842840
New Zealand,2000,female,75+ years,4,125530,0.874,52622842840
New Zealand,2000,male,5-14 years,3,305390,0.874,52622842840
New Zealand,2000,female,5-14 years,1,289730,0.874,52622842840
New Zealand,2001,male,25-34 years,92,264130,,53872425917
New Zealand,2001,male,15-24 years,87,269420,,53872425917
New Zealand,2001,male,75+ years,25,80070,,53872425917
New Zealand,2001,male,35-54 years,13,544420,,53872425917
New Zealand,2001,male,55-74 years,54,294430,,53872425917
New Zealand,2001,female,25-34 years,29,284680,,53872425917
New Zealand,2001,female,15-24 years,23,263730,,53872425917
New Zealand,2001,female,75+ years,9,128740,,53872425917
New Zealand,2001,female,35-54 years,39,565790,,53872425917
New Zealand,2001,female,55-74 years,17,307490,,53872425917
New Zealand,2001,female,5-14 years,2,289760,,53872425917
New Zealand,2001,male,5-14 years,1,306430,,53872425917
New Zealand,2002,male,25-34 years,82,263160,,66627729311
New Zealand,2002,male,35-54 years,131,550840,,66627729311
New Zealand,2002,male,15-24 years,66,280450,,66627729311
New Zealand,2002,male,55-74 years,59,304480,,66627729311
New Zealand,2002,male,75+ years,16,83290,,66627729311
New Zealand,2002,female,15-24 years,3,271530,,66627729311
New Zealand,2002,female,25-34 years,26,282330,,66627729311
New Zealand,2002,female,35-54 years,39,573790,,66627729311
New Zealand,2002,female,55-74 years,13,317610,,66627729311
New Zealand,2002,female,75+ years,5,131060,,66627729311
New Zealand,2002,female,5-14 years,,292230,,66627729311
New Zealand,2002,male,5-14 years,,308420,,66627729311
New Zealand,2003,male,75+ years,27,86840,,88250885550
New Zealand,2003,male,25-34 years,8,264090,,88250885550
New Zealand,2003,male,35-54 years,143,558950,,88250885550
New Zealand,2003,male,15-24 years,66,292920,,88250885550
New Zealand,2003,male,55-74 years,58,314200,,88250885550
New Zealand,2003,female,15-24 years,31,281350,,88250885550
New Zealand,2003,female,35-54 years,56,583610,,88250885550
New Zealand,2003,female,75+ years,11,133600,,88250885550
New Zealand,2003,female,25-34 years,22,281770,,88250885550
New Zealand,2003,female,55-74 years,2,327420,,88250885550
New Zealand,2003,male,5-14 years,4,310850,,88250885550
New Zealand,2003,female,5-14 years,1,293820,,88250885550
New Zealand,2004,male,75+ years,28,89210,,103904537815
New Zealand,2004,male,25-34 years,76,265490,,103904537815
New Zealand,2004,male,15-24 years,83,296450,,103904537815
New Zealand,2004,male,35-54 years,133,569570,,103904537815
New Zealand,2004,male,55-74 years,58,325010,,103904537815
New Zealand,2004,female,15-24 years,3,289050,,103904537815
New Zealand,2004,female,25-34 years,19,285690,,103904537815
New Zealand,2004,female,35-54 years,38,599380,,103904537815
New Zealand,2004,female,55-74 years,2,338890,,103904537815
New Zealand,2004,female,75+ years,4,135340,,103904537815
New Zealand,2004,male,5-14 years,4,312260,,103904537815
New Zealand,2004,female,5-14 years,2,296170,,103904537815
New Zealand,2005,male,25-34 years,86,264490,0.895,114718721397
New Zealand,2005,male,15-24 years,84,300360,0.895,114718721397
New Zealand,2005,male,35-54 years,138,576380,0.895,114718721397
New Zealand,2005,male,75+ years,16,92350,0.895,114718721397
New Zealand,2005,male,55-74 years,58,335140,0.895,114718721397
New Zealand,2005,female,25-34 years,26,284850,0.895,114718721397
New Zealand,2005,female,15-24 years,24,294110,0.895,114718721397
New Zealand,2005,female,35-54 years,49,608650,0.895,114718721397
New Zealand,2005,female,75+ years,9,137460,0.895,114718721397
New Zealand,2005,female,55-74 years,22,349600,0.895,114718721397
New Zealand,2005,female,5-14 years,2,294940,0.895,114718721397
New Zealand,2005,male,5-14 years,,310950,0.895,114718721397
New Zealand,2006,male,15-24 years,95,305250,,111608845081
New Zealand,2006,male,25-34 years,72,263090,,111608845081
New Zealand,2006,male,35-54 years,136,584130,,111608845081
New Zealand,2006,male,55-74 years,69,344980,,111608845081
New Zealand,2006,male,75+ years,14,95930,,111608845081
New Zealand,2006,female,25-34 years,28,283300,,111608845081
New Zealand,2006,female,35-54 years,52,619730,,111608845081
New Zealand,2006,female,15-24 years,24,299490,,111608845081
New Zealand,2006,female,55-74 years,23,360390,,111608845081
New Zealand,2006,female,75+ years,8,139990,,111608845081
New Zealand,2006,female,5-14 years,4,293570,,111608845081
New Zealand,2006,male,5-14 years,2,308750,,111608845081
New Zealand,2007,male,25-34 years,8,262570,,137316087308
New Zealand,2007,male,35-54 years,15,588830,,137316087308
New Zealand,2007,male,75+ years,23,99040,,137316087308
New Zealand,2007,male,15-24 years,7,309990,,137316087308
New Zealand,2007,male,55-74 years,52,354950,,137316087308
New Zealand,2007,female,35-54 years,55,627060,,137316087308
New Zealand,2007,female,15-24 years,23,302660,,137316087308
New Zealand,2007,female,25-34 years,14,281170,,137316087308
New Zealand,2007,female,75+ years,7,142060,,137316087308
New Zealand,2007,female,55-74 years,18,371080,,137316087308
New Zealand,2007,female,5-14 years,1,290770,,137316087308
New Zealand,2007,male,5-14 years,1,305270,,137316087308
New Zealand,2008,male,25-34 years,7,263560,,133279679483
New Zealand,2008,male,15-24 years,83,314500,,133279679483
New Zealand,2008,male,35-54 years,139,590880,,133279679483
New Zealand,2008,male,55-74 years,69,365500,,133279679483
New Zealand,2008,male,75+ years,18,101730,,133279679483
New Zealand,2008,female,15-24 years,38,304640,,133279679483
New Zealand,2008,female,35-54 years,52,631720,,133279679483
New Zealand,2008,female,25-34 years,18,280380,,133279679483
New Zealand,2008,female,55-74 years,22,381910,,133279679483
New Zealand,2008,female,75+ years,6,144290,,133279679483
New Zealand,2008,female,5-14 years,3,287370,,133279679483
New Zealand,2008,male,5-14 years,2,301970,,133279679483
New Zealand,2009,male,15-24 years,94,320230,,121338622025
New Zealand,2009,male,35-54 years,144,591800,,121338622025
New Zealand,2009,male,25-34 years,64,267390,,121338622025
New Zealand,2009,male,75+ years,25,104540,,121338622025
New Zealand,2009,male,55-74 years,61,376390,,121338622025
New Zealand,2009,female,25-34 years,2,281930,,121338622025
New Zealand,2009,female,15-24 years,21,307230,,121338622025
New Zealand,2009,female,35-54 years,42,634540,,121338622025
New Zealand,2009,female,55-74 years,23,393990,,121338622025
New Zealand,2009,female,75+ years,8,146230,,121338622025
New Zealand,2009,male,5-14 years,6,300000,,121338622025
New Zealand,2009,female,5-14 years,4,285710,,121338622025
New Zealand,2010,male,35-54 years,155,591000,0.905,146583831538
New Zealand,2010,male,25-34 years,65,272460,0.905,146583831538
New Zealand,2010,male,15-24 years,77,326870,0.905,146583831538
New Zealand,2010,male,75+ years,2,107610,0.905,146583831538
New Zealand,2010,male,55-74 years,67,387900,0.905,146583831538
New Zealand,2010,female,15-24 years,35,310690,0.905,146583831538
New Zealand,2010,female,25-34 years,3,285250,0.905,146583831538
New Zealand,2010,female,35-54 years,51,635970,0.905,146583831538
New Zealand,2010,female,75+ years,9,148370,0.905,146583831538
New Zealand,2010,female,55-74 years,21,406770,0.905,146583831538
New Zealand,2010,female,5-14 years,3,284090,0.905,146583831538
New Zealand,2010,male,5-14 years,3,298490,0.905,146583831538
New Zealand,2011,male,15-24 years,96,330920,0.907,168461998741
New Zealand,2011,male,25-34 years,7,277600,0.907,168461998741
New Zealand,2011,male,35-54 years,129,586950,0.907,168461998741
New Zealand,2011,male,75+ years,19,110720,0.907,168461998741
New Zealand,2011,male,55-74 years,6,399890,0.907,168461998741
New Zealand,2011,female,15-24 years,33,311490,0.907,168461998741
New Zealand,2011,female,25-34 years,19,288510,0.907,168461998741
New Zealand,2011,female,35-54 years,34,633580,0.907,168461998741
New Zealand,2011,female,75+ years,8,150850,0.907,168461998741
New Zealand,2011,female,55-74 years,19,419820,0.907,168461998741
New Zealand,2011,female,5-14 years,3,283270,0.907,168461998741
New Zealand,2011,male,5-14 years,3,296860,0.907,168461998741
New Zealand,2012,male,15-24 years,17,331070,0.909,176192886551
New Zealand,2012,male,35-54 years,151,581830,0.909,176192886551
New Zealand,2012,male,25-34 years,6,283640,0.909,176192886551
New Zealand,2012,male,75+ years,24,114250,0.909,176192886551
New Zealand,2012,male,55-74 years,55,411660,0.909,176192886551
New Zealand,2012,female,15-24 years,41,310390,0.909,176192886551
New Zealand,2012,female,75+ years,12,153580,0.909,176192886551
New Zealand,2012,female,35-54 years,48,629670,0.909,176192886551
New Zealand,2012,female,25-34 years,22,291540,0.909,176192886551
New Zealand,2012,female,55-74 years,17,432800,0.909,176192886551
New Zealand,2012,male,5-14 years,7,297240,0.909,176192886551
New Zealand,2012,female,5-14 years,5,283200,0.909,176192886551
New Zealand,2013,male,35-54 years,14,583390,0.911,190785204764
New Zealand,2013,male,15-24 years,75,319330,0.911,190785204764
New Zealand,2013,male,75+ years,26,113910,0.911,190785204764
New Zealand,2013,male,25-34 years,51,264840,0.911,190785204764
New Zealand,2013,male,55-74 years,74,424590,0.911,190785204764
New Zealand,2013,female,15-24 years,37,308050,0.911,190785204764
New Zealand,2013,female,35-54 years,63,635060,0.911,190785204764
New Zealand,2013,female,25-34 years,21,283720,0.911,190785204764
New Zealand,2013,female,55-74 years,19,447810,0.911,190785204764
New Zealand,2013,female,75+ years,5,152240,0.911,190785204764
New Zealand,2013,female,5-14 years,2,291080,0.911,190785204764
New Zealand,2013,male,5-14 years,,305750,0.911,190785204764
Nicaragua,2010,male,75+ years,8,45706,0.619,8758622329
Nicaragua,2010,male,25-34 years,82,477796,0.619,8758622329
Nicaragua,2010,male,35-54 years,73,524715,0.619,8758622329
Nicaragua,2010,male,15-24 years,83,614837,0.619,8758622329
Nicaragua,2010,male,55-74 years,23,199900,0.619,8758622329
Nicaragua,2010,female,15-24 years,33,594335,0.619,8758622329
Nicaragua,2010,female,25-34 years,15,497514,0.619,8758622329
Nicaragua,2010,female,35-54 years,18,599881,0.619,8758622329
Nicaragua,2010,female,55-74 years,4,238978,0.619,8758622329
Nicaragua,2010,female,5-14 years,7,609040,0.619,8758622329
Nicaragua,2010,male,5-14 years,5,642002,0.619,8758622329
Nicaragua,2010,female,75+ years,,62723,0.619,8758622329
Nicaragua,2011,male,25-34 years,82,490946,0.623,9774316692
Nicaragua,2011,male,75+ years,7,47848,0.623,9774316692
Nicaragua,2011,male,15-24 years,88,615256,0.623,9774316692
Nicaragua,2011,male,55-74 years,29,208944,0.623,9774316692
Nicaragua,2011,male,35-54 years,61,539194,0.623,9774316692
Nicaragua,2011,female,15-24 years,54,593303,0.623,9774316692
Nicaragua,2011,female,25-34 years,13,508442,0.623,9774316692
Nicaragua,2011,female,55-74 years,6,250720,0.623,9774316692
